Id	Length	HS	PT	GG	NL	#1#
ENST00000358303	499		8	205	5,24,46,233,243,261,301,361,387,447,477	
ENST00000280612	494				100,130	480
ENST00000339986	484	47,84,87,174,257	7,11	26,77,88,164,179,245,348,453	41,59,66,81,143,199,206,225,248,251,295,307,308,319,342	
ENST00000320431	504	9,106	357,430,466		52,93,120,212,258,420,421,496	
ENST00000379834	398	80,350	97,342,363,372	131,352,364	39,68,90,195,207,291	
ENST00000264161	501		44,116		267	
ENST00000310193	506	179,399	177	30,124,187,320	16,22,59,68,167,205,243,253,355,369,380,386	
ENST00000470402	378			46,103	2,3,54,80,343,372	
ENST00000506784	427	44		53,367	61,62,101,108,334,383	376
ENST00000514135	501	459			415,439,442,446,453,468,481,496	238
ENST00000301175	501	146	393	110	2,10,26,38,41,48,68,73,147,196,256,362,389,496,499	
ENST00000297785	501			441	91	
ENST00000367806	508	172,348,463	450	58,235,426	24,59,64,273,290,306,311,324,415,423	157,199,292
ENST00000316981	500					
ENST00000301645	504		253	70,156	117,136,195,258,464,470	4,338
ENST00000505747	503	30,423	434	222	11,16,176,183,248,251,356,432,494	454
ENST00000452863	299	121				
ENST00000310417	410	96	241	3	166,361,403,405,406,408,409	
ENST00000326317	473	424	116,172	414	214,354,393,412,431,437,445	
ENST00000310955	498				229	
ENST00000217381	499	209,215,270		82,208	154,180,229,309,325,331	59
ENST00000337827	499		109			
ENST00000037502	503	442	35,47,118,134,223	94,438	242,344,445,448,469	125
ENST00000296577	490					
ENST00000477224	473	423		418	311,447	
ENST00000615259	480	91	336	466	33,138,339	108
ENST00000540035	511	10,36,56,152,318,437	144,373,418,472	8,14,87,265,281,295	2,23,38,63,90,99,112,116,151,179,189,257,290,361,380,465,480	
ENST00000376004	489	114,232	326	23	21,62,111,149,263,345,469	
ENST00000397566	465	156	271	68,173,197,216,222,232,280,301,312	67,78,121,155,187,202,229,235,256,270,353	201,247,252,265
ENST00000336615	430				111,133,266,275,299,308,371,372,417,427	419
ENST00000321030	386				378,380,382,385	
ENST00000272542	490	109	289		108,299,387	
ENST00000517746	498				218,384	
ENST00000303795	507	100,169,184,220,250,330,332	71,107,211,217,350	14,257,270,402,440,504	77,110,118,233,274,291,308,333,349,357,407,414,437,438,441	
ENST00000227868	501	238	47	147,225	12,159,181,257,464	
ENST00000580123	503	178	436	218,233,357,487	7,47,101,108,132,165,179,189,248,396,418,446,463,484,502	497
ENST00000301459	275	197				
ENST00000379343	461	85	414,436	446	146,361	
ENST00000669179	502	10,229	187,325	225,280,444	13,24,239,246,256,259,342,347,449,460,485,487	275
ENST00000537611	505		143,184	4,313,408,500	82,137,142,338,360,361,402	33,380
ENST00000369849	499	434			5,255	
ENST00000371505	476	23,127	449	280	20,30,34,55,58,210,332,337,350,446,475	
ENST00000313005	501		36	246,248,419	438	
ENST00000371149	501	30,482	48	32	39,45,56,143,147,159,160,169,263,309,382,387,420,456,485,486,496	
ENST00000404590	495					
ENST00000342002	500	397		67		
ENST00000650546	474	2,3,5,6,8,287,442				
ENST00000382103	500	411	493		22,375,381,384,456,476	216,465
ENST00000367313	503	107,121,229,309	108,303,436	102,401	26,125,149,155,182,199,259,281,313,365	174,185,340
ENST00000373079	502	276,377	15,81	27,59	2,44,48,101,174,219,258,446,477	51,55,57,251
ENST00000288167	501	247,450	52,124,154,216,267,287	22,170	9,41,95,209,215,231,242,276,279,296,304,375,412,466	54
ENST00000164133	424		405		147,149,152,155,228	
ENST00000334636	501	452	16,292	84,177,293	8,166,190	
ENST00000513335	443	90,140	59,130,346	396	6,8,120,129,315,353,436	
ENST00000639393	503		58	36,92,156,221,339,438	48,55,117,164,213,233,260,309,310,358,474	258
ENST00000366600	500	30	73	165,284	45,53,103,167,314,371	
ENST00000334256	497					
ENST00000589804	501	251,365,386,495		159,165,212,239,284,306,332,340	16,47,112,216,278,311,318,351,355,357,364,379,397,401,411,425,428,433,434,481	329
ENST00000367136	500	28,149	180	411	12,22,26,33,158,200,258,265,274,296,303,308,314,318,333,334,349,372,397,400,425,430	
ENST00000381922	441	205	188,202	219,423	79,206,269,339,403,412	
ENST00000368361	481			112	96	
ENST00000613904	507	16,25,49,214,491,505	35,312	11,196,202,216	50,70,95,144,177,253,343,370	
ENST00000442628	429		408,409	32,282,421	213,370	
ENST00000562812	498	124,182			73,85,111,117,118,159	
ENST00000264428	497	380				
ENST00000373302	473			45,46	412	
ENST00000264771	255	47	251	48,57,225,234	144,223,231,239,240	
ENST00000614032	416		26,228,370	30,273,315,324,329	39,43,45,200,354	388
ENST00000371204	501	116,500	171,185,268	199	103,206,375	32,133
ENST00000379491	506		95,281,297,465,495	8,262,335,357,402,422,455	88,237,240,253,260,290,326,337,347,367,426,448,489	98,312,446
ENST00000369626	500	91,114,490			204,215,217,225,428,455,472,480	475
ENST00000261292	500	464		389	3,15,23,225,430,458	41,68
ENST00000397132	427	92,289		394	64,81,86,94,95,164,206,241,252,263,299,373,379,385,387,416,423	
ENST00000246229	339		59		331,333,334,336,337	
ENST00000359558	498	7,45,471		179,399,452	50,72,115,182,190,238,239,241,242,480	
ENST00000236137	497			242	26,489	
ENST00000249750	500	147,348		495,496,498,499	77,254	
ENST00000227524	494					
ENST00000307921	498	167,315	215,249	211,225	30,50,51,79,109,206,214,235,261,374	483
ENST00000262424	497			280,442	7,15,115,188,196,282,411,485	
ENST00000592782	493			364	335,338	
ENST00000203001	497	273	217		65,157,285,339,471	
ENST00000636793	499	200,294,380	103,221,236	96	19,24,40,72,143,166,231,234,283,328,349,375,384,394,398,474,485	181,211
ENST00000393416	489	275,424		405	309,369	
ENST00000295049	501	103,446,479		188	68,129,134,395,437,451,456	231,260
ENST00000320552	504	136,168,466	72,124	78,164,425,491	4,13,54,58,65,79,102,116,147,157,171,179,186,198,271,290,299,319,501	163,193
ENST00000239926	498	76,129,289	64,109	488	49,81,123,142,212,232,236,305	
ENST00000489702	467			176,190,326	158,159	205
ENST00000426633	363	235		120,202	85,162,291,306,310,347	
ENST00000391909	392		47,74,160	124	6,7,9,37	
ENST00000295082	494					
ENST00000592199	489					
ENST00000221856	299				213,215	
ENST00000367137	456				51	
ENST00000374412	495	219,463,487	72,442,470		21,56,94,96,206,424,437,489	
ENST00000325203	496	428		303	14,273,363	
ENST00000606888	458			156	154,183,237,305	
ENST00000417237	496	145	93,307	350	14,23,53,57,358,410	
ENST00000528431	475	14		152	15,25,31,203,225,467,469	
ENST00000292524	476				86,88,91,92,314,401	
ENST00000273130	497			36,456,485,489	113,458	
ENST00000335464	481	60,239,475			32,86,249,290,343,443	
ENST00000372224	472	396	279	366	224,394,452	
ENST00000616727	474	5,247,270,463	339	4,128,171,229,286,289,318,334,346	14,20,37,52,65,69,82,90,101,104,111,113,122,123,127,143,147,148,150,153,168,170,173,197,199,221,226,248,260,276,282,290,294,297,313,327,342,347,356,369,374,424,426,443,444,456	139
ENST00000455511	496	153	32	16,223	19	
ENST00000312371	498	224,373	110,421	332	26,63,117,128,131,159,217,225,233,286,338,376,378,387,395,397,428,450,452,461,466	491
ENST00000424459	493		277		104,200	
ENST00000332972	393	256			28,309	
ENST00000326232	494			76	10,61,105,137,198,256,383	
ENST00000293604	349		128	96	8,11,70,83,87,117,134,171,182,215,216,221	
ENST00000341459	500	111,183	298	14,17,56,188	28,97,147,163,201,215,233,246,261,284,327,431,447	
ENST00000240651	499	443	283,397	30,102,259,275	4,70,198,224,277,352	73,290
ENST00000316423	494			475	25	
ENST00000215727	492	409		10	101,253,328,337,369,428,447	408
ENST00000625521	490	12	241,401		94	
ENST00000395095	477					
ENST00000307465	505	165,286,368		319,337,391,436,458,481,501	12,156,193,264,266,269,273,276,305,329,378,392,400,402,413,430,500	360,446
ENST00000369864	493					
ENST00000356113	463	157,204,301,431	112	73	23,69,185,345,365,371,395,412,419,449	
ENST00000215885	509	36,70,121,314,378,381,502	107,142,227,467	17,92,125,333,403,449	4,37,44,84,120,152,186,264,274,295,311,336,366,391,409,462,470,483,484,498	439,448
ENST00000358377	495		2,44,457	40,404	35,107,115,157,164,405	
ENST00000355426	493			210	89,109,130,454	
ENST00000426263	443		47		49,177,189,197	
ENST00000382361	247			79	83	
ENST00000336294	491				26,30,222	
ENST00000316428	496	20,42,110	416	335	29,35,36,68,76,77,89,96,215,240,246,324,381,392,399,423	
ENST00000305883	496	176,238,317,361	347,480	103,109,137,155,254,493	153,157,182,209,334,350,409,466,491	
ENST00000355947	419	39,192		372	6,13,64,76,90,91,100,172,199,278,279,293,349,374,413	
ENST00000304760	495	196		160	4,18,25,28,30,32,126,309	
ENST00000376180	494		13,103	144,321	325,330,421	
ENST00000218176	469					
ENST00000504199	465	445	297		76,106,269,347,405,427	
ENST00000509005	442		172	440	356	
ENST00000315392	474	28,208,329		92,352,359	9,29,77,87,201,266,273,339,409	
ENST00000370314	492				6,9,431	
ENST00000274569	494	119	63	313,375	6,272,304	
ENST00000222553	473		68		67,98,206,287,354,367,437,472	
ENST00000247178	492	12			59,79,227	
ENST00000413566	466				227	169,171
ENST00000196371	439		352	2	54,229	
ENST00000260723	452	228,315	298,341,342	49,197,201,313,412	3,9,18,20,22,56,61,70,99,143,164,193,324,381,413,436,447	
ENST00000373425	493	20	17	79	13,209	
ENST00000324607	495	19,207	165,429	176,344	226,274,324,421	
ENST00000261667	483				129,171	
ENST00000318247	486		160,180,442	429	132,154,161,165,194,200,236	233
ENST00000267085	436	68		431	419,420	
ENST00000326402	486	312			475	
ENST00000536441	428		249	306	24,25	
ENST00000393110	495	76,209	185	242,451	234,457,479,487	179
ENST00000379611	505	286,310,440		2,3,7,8,10,12,17,18,246,301,412	225,295,390	
ENST00000372484	476	250,309		308	203,216,222,444	
ENST00000645220	496	174,399	163,195,435,442	164,421	57,133,186,208,246,275,290,341,342,375,384,414,437	300
ENST00000672746	495	340	329,335,448	297,334,491	148,228,342,359,394,444	
ENST00000381163	496	379,406,433	11	5,19,93,122,280,327	10,40,110,205,251,266,281,285,301,313,325,329,339,345,369,397,420	
ENST00000292574	498	5,444	151	33,110,239	19,34,74,124,152,155,260,275,362,371,427,436,458,492	290,424
ENST00000440859	117			33	2,44,75	
ENST00000265825	498	293	220,416	340,460	4,7,69,82,98,154,155,246,273,292,319,349,424,432,435,492	128,201,251,423
ENST00000262776	499	173,331	255,464	212,346,413	51,74,76,80,122,134,216,219,227,260,274,282,317,340,441,481	428
ENST00000535612	492	85,166	88,97	2,167	20,29,109,113,326,330,436	227
ENST00000318881	461		143		102,144,460	153
ENST00000274054	397	37,162			30,35,49,59,80,126,380,381	
ENST00000373765	496	21,182,299	33,139,465	208,239	31,69,133	
ENST00000398484	319				10,65,82,166,167,190,191,313,316,318	4
ENST00000651546	354	70,74,75,146,176,187,265,337	6,84,252	18,39,110,114,128,129,131,133,134,136,144,165,282	11,33,61,88,96,101,155,166,179,209,302,318,327,344,345,353	
ENST00000253329	426	390				347
ENST00000287996	490	74			179,424	
ENST00000434813	425	39		391	106,249	411
ENST00000559390	500	62,88,353,432	116,246	294,340,348	5,73,94,180,211,278,291,312,329,371,441,454,469,498	169,285
ENST00000610533	457	130		452	15,107,198,432	
ENST00000392452	491	9			353,408	
ENST00000523282	493	29,313	58,299	230	7,14,23,25,171	
ENST00000504595	491			363	160	
ENST00000345097	490	27				
ENST00000392523	449	438	213,335	260,316,328	10,17,58,59,173,198,212,232,252,258,263,267,281,292,297,298,322,327,330,363,370,376,398,404,408,421,428,441	374
ENST00000296978	491	236,252	271		269,334	
ENST00000296328	464				75	
ENST00000380615	490		127	117	104,413	
ENST00000651901	464	406	3,5,316	80	35,40,101,107,126,164,204,276,343,404,415,460	
ENST00000411850	491		206,326	208,318,430	111,119,195,214,490	472
ENST00000316752	475	53,409		69	47,54,57,58,80	
ENST00000357198	436	227		343	171,199,255,311,316,334,349,359,362,364,385,402	285
ENST00000428154	467	369	25		11,31,32,343	12
ENST00000422318	472	51	207		371	
ENST00000373491	450		176	338	177	
ENST00000259748	492	295	437	250,292,446	158,291,298,306,349,433	
ENST00000333850	490	55			39,50,218	
ENST00000366618	490	408		422	91,449	
ENST00000434900	424	42,250	21,44	53	28,55	
ENST00000359775	488		473		245	
ENST00000519065	479				459	
ENST00000521374	414	246	362,389			
ENST00000267102	484	338	354		74,75,178,182,481	
ENST00000319172	476				222	
ENST00000367182	490	376	154	388	179	
ENST00000409048	437	166			52,53,123,249,273,294	3,114
ENST00000361547	66	25			30,58	
ENST00000078527	493	146,198	371	16,227,287	18,65,152,193,281,346,375	
ENST00000200676	476	42,270,415,438	94,335,371,405	341	123,156,240,285,293,368,427	
ENST00000372431	455	289,431	251,285,317	428	193	435
ENST00000260453	490	29	464	28,54,142,308,353	103,178,296,313,329,337,346,389,394,434	
ENST00000409419	432	307			144,145,293,312,318	
ENST00000403558	492	133,376,462	55	53,77,87,97,433	18,25,32,38,43,45,49,50,59,113,188,301,389	
ENST00000528718	281			45	6,214,253	
ENST00000262430	493	4,18,284	346,391	272	32,108,212,253,352,371,376,442	83,473
ENST00000302472	488	8			13,367,461	
ENST00000368614	454	114,215,383,421,424	100,170,177,308,364,373,390,449	99,110,194,230,365,414,429,437	7,8,12,66,112,118,156,169,201,204,207,227,243,260,264,273,279,287,314,325,333,410,422,434,442	277,402
ENST00000372841	484		9,147		3,4,16,19,22,54,187,189,469	123,407,468
ENST00000239367	295			182,202	123,233,237	
ENST00000403915	491	450		204,322,382	46,149,217,239,389	
ENST00000264926	494	7,101,302,307	182,388,392,424	162,163,222,469	190,359,365,370,384,429,436	
ENST00000325542	484			74,228	3,78,81,237,440,450	
ENST00000292180	490	293	333,409	131,256	2,107,139,142,203,268,332	
ENST00000347785	489	461	75	97,99,110,330	16,39,61,67,69,72,79,88,101,113,124,142,167,168,228,231,262,295,341,404,434,435,470	52,219
ENST00000374459	415	44	27	31	19,253	
ENST00000325207	486	166	196	34,99,475	21,61,63,200,255,266,269,278	
ENST00000282570	484	354	56		40,58,362	47
ENST00000355097	410	123,274	49	140,244,306,401	3,38,92,127,166,209,268,340	75,175
ENST00000354402	463	11,89,213,238	5,169	106,140,274	84,100,138,241,325,363,365,375	
ENST00000575245	479	282			236,286	
ENST00000372806	467		386	116	269,393	
ENST00000261461	486					
ENST00000431972	490		69	161,202,305	83,227,424,426	312
ENST00000457167	457		442	9		
ENST00000262809	435		179,344,379	276,338	62,68,192,225,332,337,348	
ENST00000366565	487	484				
ENST00000371847	472		351	293	66,124,150,191,256,310,313,317,332,354,364,401,435,437,469	144
ENST00000362012	452	310,412	104,365	48	164,398	
ENST00000331336	491	26,34,80,413	22,251,301	306	30,41,44,71,106,287,302,381,440,449,477,487	
ENST00000341356	481		139,187	417	186	464
ENST00000374221	470	21,297	29,119	59,216,291,368	65,78,87,133,157,178,189,275,329,371,376,380,438,458,464,465	44,417
ENST00000290776	462	403		73	34,75,110	
ENST00000527972	490	8,170,291,318	26,174	15,152	10,11,20,32,48,97,111,185,205,226,232,296	107
ENST00000329665	489		206,233,248,265	151,224,304,450	43,81,196,209,230,258,323,382	
ENST00000378531	279	113		213	7,19,61,78,97,152,207,238,254,269	84
ENST00000333407	488	369,398,486,487		12	70,93,95,226,229,237,267,305,362,382,421	407
ENST00000255108	489	17,184,396	322,445		19,194,210,223,245,356,358,407,429,430	31
ENST00000392464	444		233,237,421	199	29,197,207,240,361,405,410	
ENST00000343846	489	195,461		311,432,457	9,55,113,225	
ENST00000234816	491	3,18,227		299,345,382	26,46,252	
ENST00000295050	482		401,419	139,347,448	175,226,231,234,242,243,274,283,330,335,337,354,381,384,393,414,416,422,425,434,445,446	
ENST00000372919	488	152,174	293	457	62,149,165,176,188,427	
ENST00000337322	480	61,462	22		3,13,243,333,402	
ENST00000255087	436	29,41,149	7,351,353,365	135,172,378	9,22,51,52,59,63,113,114,120,131,154,155,160,167,177,197,256,282,311,321,349,364,379,386,389,423	
ENST00000218056	485				260	
ENST00000280871	464		307,406		63	
ENST00000396478	454				62,120,145,250	392
ENST00000005260	477		144,289		207,213,257,258,292,337,393,438	243
ENST00000571133	490		161,324	106,409,440,460,489	3,8,9,12,16,23,63,126,154,234,257,292,340,380,394,429,443	427
ENST00000650590	434	169,271,370,380	407	146,276	31,60,74,114,115,187,274,320,386,419,430	
ENST00000435962	490	32,151,301,326	264	277	11,35,51,147,180,267,317,336,343,344,376,380,488	55
ENST00000551379	486	234		69	23,269	
ENST00000342213	490	300,330	453	307,370,451	33,81,99,120,211,215,220,224,231,241,257,265,320,348,390,425,438,486,488	484
ENST00000371996	487	96	2,360		6,9,113,120,121,128,174,407,433,447	397
ENST00000453514	484		374		140,270,479	
ENST00000261407	487	217		358,455	67,227,349,409,460	
ENST00000221130	493	27,203	187,244	6,29,40,123,287	14,23,39,60,132,174,182,217,231,267,293,310,316,408	312
ENST00000215743	472	86	156	65,315	12,17,253,285,404,414,449	
ENST00000599599	347	20,85,105	82	11,120	15,26,37,63,74,95,107,123,258,259,271,273,277,282,286,294,296	
ENST00000263246	486	378	242,276	174	261,339	
ENST00000306103	488	455	142,477	45,94,120	13,19,23,29,65,68,71,229,234,380,436	
ENST00000366903	429		108,402		92,93,351,359,373,391,407,408,428	
ENST00000298630	486	53,449	447	362	15,148,266,454,461,468	
ENST00000366667	485	268,376	2,25,139		49,60,61,68,133,211,231,277,282,316,383,418,419,448	
ENST00000496856	485	108	464	184	62,101,130,183,353	
ENST00000356401	483	29,30				
ENST00000270235	427	205,355	125,211,408	90,266,410,419	48,53,57,340,360,371,375,402,406,416,426	
ENST00000392668	485	18,192			13,37,43	
ENST00000340208	483					
ENST00000359530	483					
ENST00000618670	173	71		96	2,45	
ENST00000225726	483				331	
ENST00000264434	484			472	212,468	214
ENST00000185150	483	346			310	
ENST00000330817	486	185,214,291	18,162,209,211	166	11,27,98,121,136,233,288	279
ENST00000261530	482				270,305,329	
ENST00000464451	482					
ENST00000393664	398	34	103,216		23	36
ENST00000368642	313		274	25	3,6,8,9,11,21,36,135	
ENST00000530907	442				113	
ENST00000265605	487	5,60,326	332	269,475	38,121,333	
ENST00000439262	489	58,153	147	88,312	4,8,20,32,56,66,79,106,112,151,163,295	96
ENST00000239830	474		34,64,394	53,73,163,219	10,31,39,70,173,190,196,243,307,321,326,379,387,397,410	
ENST00000552516	475					
ENST00000395719	482				288	
ENST00000453812	462	420	228	146,433	166,171,207,275,311,425,431,436	
ENST00000539111	469	225	29,199	48	39,134,224,245,354,405,427	230
ENST00000612884	488	461,482		60,297,404,436	411,423,458,463	416
ENST00000247003	481			376,441	241,380,458,470	
ENST00000366559	468	431,456	25,84,212,277,446	13,370	29,52,254,326,332,424,434,464	317
ENST00000642044	482		478	93	23	
ENST00000397775	481	458	420		177,461,476	
ENST00000590341	458	94,113,388,405			41,120,179,218,275,386,415	
